0x36911f9 AL_ADPCM_WAVE
0x39855fc Z2_PIRATE_grp_room02_pipe5
0x3985617 Z2_hakugin_7_ground_shape_status
0x3985638 Z2_INISIE_R_grp_g1022
0x398564e zeldoor_BGDataInfo
0x3985661 En_Demo_Heishi_actor_ct
0x3985679 syateki_dnuts_over_ground_init
0x3985698 move_proc
0x39856a2 Nes_pal_exl_10918
0x39856b4 Nes_pal_exl_04516
0x39856c6 Nes_pal_exl_02173
0x39856d8 Nes_pal_exl_01429
0x39856ea _ovl_Mir_Ray2SegmentStart
0x3985704 _Z2_ReDead_sceneSegmentBssEnd
0x3985722 _ovl_En_KitanSegmentDataEnd
0x398573e z2_town_grp_g1012T
0x3985751 z2_35taki_grp_suT
0x3985763 Z2_KinSta1_grp_floor04
0x398577a z2_tobira_h_modelT
0x398578d sys_cfb_cfb1h
0x398579b Skeleton_Proc_Add
0x39857ad zstaff_eng_4E49
0x39857bd Nes_pal_exl_01806
0x39857cf _object_fbSegmentRomEnd
0x39857e7 _object_gi_bigbombSegmentRomEnd
0x3985807 _ovl_Obj_YadoSegmentStart
0x3985821 _ovl_fbdemo_triforceSegmentRomEnd
0x3985843 _nes_font_staticSegmentRomStart
0x3985863 _hiliteSegmentTextStart
0x398587b _ovl_En_SkbSegmentBssStart
0x3985896 z2_26sarunomori_grp_r07T
0x39858af z2_16goron_house_grp_r00_hasira3
0x39858d0 mode_senaka_hanten_demo
0x39858e8 v2_hour_nes_00_txt
0x39858fb Na_StartWindmillBgm
0x398590f _Z2_castle_room_6SegmentEnd
0x398592b _Z2_castle_room_3SegmentRomStart
0x398594c _object_redead_objSegmentRomEnd
0x398596c _ovl_Bg_Goron_OyuSegmentEnd
0x3985988 _ovl_fbdemo_wipe1SegmentEnd
0x39859a4 .ovl_Obj_Boyo.data.keep
0x39859bc _ovl_Bg_Kin2_PictureSegmentDataStart
0x39859e1 _ovl_En_Bji_01SegmentDataEnd
0x39859fe _ovl_En_CrowSegmentDataEnd
0x3985a19 z2_insidetower_grp_saku
0x3985a31 z2_30gyoson_grp_konb17
0x3985a48 msa_cl1_txt
0x3985a54 m2_KON_TENBIN_modelT
0x3985a69 dk2256_0
0x3985a72 Elf_Msg4_Actor_move
0x3985a86 buruburu_soft_anim_tbl_info
0x3985aa2 m2_IK_BOSSDOOR
0x3985ab1 zexl_000_05942
0x3985ac0 zexl_000_13634
0x3985acf EnemyInfo
0x3985ad9 Nes_pal_exl_06496
0x3985aeb _z2_00keikoku_sceneSegmentStart
0x3985b0b _Z2_KINdan2_room_5SegmentStart
0x3985b2a _ovl_Bg_Ikana_MirrorSegmentRomStart
0x3985b4e .ovl_En_Ending_Hero3.data.keep
0x3985b6d .ovl_En_Toto.data.keep
0x3985b84 _object_balSegmentDataEnd
0x3985b9e _ovl_En_OkutaSegmentBssEnd
0x3985bb9 Z2_Random_grp_S02
0x3985bcb Bg_Ikninside_Actor_dt
0x3985be1 Obj_Boat_Actor_draw
0x3985bf5 m2_KON_TAKI_modelT
0x3985c08 Yl_Rhand_model
0x3985c17 link_normal_hang_up_down_anim_tbl_rom_trs_info
0x3985c46 Bg_Iknin_Susceil_Profile
0x3985c5f zexl_000_03583
0x3985c6e zexl_000_08254
0x3985c7d Nes_pal_exl_10034
0x3985c8f .z2_konpeki_ent_scene.text.keep
0x3985caf _ovl_Effect_Ss_En_FireSegmentDataEnd
0x3985cd4 z2_clocktower_d2_k08_rgb_rgba16
0x3985cf4 Z2_PIRATE_grp_room12_shashutsu1
0x3985d14 d2_hagu16
0x3985d1e wf_pat04_txt
0x3985d2b fbdemo_wipe4_draw
0x3985d3d En_Gs_actor_ct
0x3985d4c mv_off_to_on_init_shock
0x3985d64 zel2000_2065
0x3985d71 _scene_texture_03SegmentRomStart
0x3985d92 _ovl_En_HakurockSegmentRomStart
0x3985db2 _ovl_Obj_DhouseSegmentStart
0x3985dce _ovl_Boss_07SegmentRomEnd
0x3985de8 .object_kepn_koya.text.keep
0x3985e04 .object_po_sisters.data.keep
0x3985e21 _z2_insidetower_sceneSegmentDataStart
0x3985e47 _object_gi_bombpouchSegmentTextEnd
0x3985e6a _ovl_Obj_FlowerpotSegmentDataStart
0x3985e8d z2_konpeki_ent_grp_obire
0x3985ea6 z2_35taki_n2_kabe06_rgb_rgba16
0x3985ec5 z2_20sichitai_n2_ieki2
0x3985edc z2_takaraya_u2_tk_mizutama
0x3985ef7 Z2_kaizoku_grp_room_1_outyuka
0x3985f15 Obj_Hugebombiwa_actor_draw
0x3985f30 mode_weather_rain
0x3985f42 fz_ball_modelT
0x3985f51 En_Sakana_actor_ct
0x3985f64 zexl_000_00246
0x3985f73 zexl_000_05023
0x3985f82 _g_pn_56SegmentStart
0x3985f97 .z2_20sichitai_room_0.data.keep
0x3985fb7 .Z2_PIRATE_room_13.data.keep
0x3985fd4 _anime_model_6_staticSegmentDataStart
0x3985ffa _z2_11goronnosato_sceneSegmentBssEnd
0x398601f _Z2_KinSta1_room_0SegmentTextEnd
0x3986040 _object_gi_compassSegmentDataEnd
0x3986061 Z2_ikninside_w2_ikn_ashi
0x398607a Z2_ReDead_0_ground_shape_status
0x398609a z2_20sichitai_grp_g649
0x39860b1 Z2_castle_grp_r09yuka
0x39860c7 En_Ah_Actor_ct
0x39860d6 zexl_000_00576
0x39860e5 zexl_000_08151
0x39860f4 zexl_000_13101
0x3986103 Nes_pal_exl_10112
0x3986115 _ovl_En_KitanSegmentRomEnd
0x3986130 _object_chaSegmentTextStart
0x398614c z2_yadoya_grp_room02T
0x3986162 Obj_Wind_actor_dt
0x3986174 mode_null_init
0x3986183 zexl_000_01440
0x3986192 zexl_000_01868
0x39861a1 zexl_000_03427
0x39861b0 zel6000_603A
0x39861bd Nes_pal_exl_11039
0x39861cf Nes_pal_exl_10516
0x39861e1 Nes_pal_exl_07027
0x39861f3 Nes_pal_exl_00105
0x3986205 z2_sf_1b_txt
0x3986212 _z2_f01C_room_0SegmentStart
0x398622e _object_gsSegmentRomEnd
0x3986246 __osSiGetAccess
0x3986256 _anime_model_4_staticSegmentBssStart
0x398627b _z2_takarakuji_room_0SegmentTextEnd
0x398629f _Z2_last_deku_room_0SegmentTextEnd
0x39862c2 z2_town_grp_kage07T
0x39862d6 onegai_c_soft_anim_tbl_info
0x39862f2 gib_waist_model
0x3986302 pz_mouth3_txt
0x3986310 en_bsb_eff_set
0x398631f En_Tab_Actor_ct
0x398632f syateki_sp_dnuts_over_ground
0x398634c efc_pika_MODE_DECAL
0x3986360 zexl_000_01323
0x398636f _z2_bandroom_room_4SegmentEnd
0x398638d _object_oF1d_mapSegmentStart
0x39863aa __osPfsInodeCacheChannel
0x39863c3 .ovl_En_Bigokuta.text.keep
0x39863de _object_gi_m_arrowSegmentDataEnd
0x39863ff kakusiana_grp_r13_ji_2T00001414
0x398641f z2_clocktower_grp_g825T
0x3986437 z2_ikana_grp_g222
0x3986449 gelB_Lasi2_model
0x398645a En_Pamera_wipe
0x3986469 Geg_escape
0x3986474 En_Dg_race_now
0x3986483 En_Famos_actor_draw
0x3986497 demo_play_anime_play_repeat
0x39864b3 v2_file_heart_2_txt
0x39864c7 lz_Lhand_model
0x39864d6 Dungeon_check
0x39864e4 Nes_pal_exl_04009
0x39864f6 alink_usagitobi_anim_tbl
0x398650f __ifrint
0x3986518 _z2_12hakuginmae_sceneSegmentDataStart
0x398653f _object_mamenokiSegmentTextEnd
0x398655e _ovl_En_InvadepohSegmentBssEnd
0x398657d _ovl_Obj_HanaSegmentDataEnd
0x3986599 Z2_Random_grp_S01
0x39865ab Z2_PIRATE_grp_room10_12suimen_OLT
0x39865cd m2_IKA_BOMBwall_modelT
0x39865e4 Obj_Ending_actor_draw
0x39865fa fz_all1_modelT
0x3986609 z2_umadome_model
0x398661a pz_maskoffstart_anim_tbl_rom_trs_info
0x3986640 Na_StartVolumeSetSe
0x3986654 Nes_pal_exl_09012
0x3986666 _z2_17setugen2_sceneSegmentRomEnd
0x3986688 _object_snowwdSegmentEnd
0x39866a1 _ovl_En_BigpoSegmentEnd
0x39866b9 _ovl_Bg_Hakugin_BombwallSegmentEnd
0x39866dc .object_dor03.text.keep
0x39866f4 z2_f40_m2_IK_MARK03bw_rgb_ia4
0x3986712 z2_35taki_n2_taki01_int_i4
0x398672d n_hshot_top_OPA_txt
0x3986741 En_Ma_Yto_Ma_Yts_get_wait
0x398675b g_hit3_7_txt
0x3986768 link_fighter_normal2fighter_anim_tbl_rom_trs_info
0x398679a zexl_000_00203
0x39867a9 zexl_000_01827
0x39867b8 zel1000_100A
0x39867c5 zel1000_104A
0x39867d2 zel1000_108D
0x39867df Nes_pal_exl_03541
0x39867f1 Nes_pal_exl_03111
0x3986803 .object_ru2.data.keep
0x3986819 _Z2_KINdan2_sceneSegmentDataStart
0x398683b _z2_omoya_sceneSegmentBssEnd
0x3986858 z2_10yukiyamanomura_n2_tetuyane01
0x398687a z2_11goronnosato_grp_house1_top
0x398689a z2_ayashiishop_grp_k_boxs
0x39868b4 z2_smork_grp_es_01_FT
0x39868ca bus_base_soft_anim_tbl_info
0x39868e6 move_mati
0x39868f0 h_caution_3_ger_txt
0x3986904 AudiomapHeaderEnd
0x3986916 zexl_000_05224
0x3986925 Nes_pal_exl_04111
0x3986937 _object_truSegmentDataStart
0x3986953 _object_link_mask_skjSegmentDataEnd
0x3986977 _ovl_En_Dy_ExtraSegmentBssEnd
0x3986995 _ovl_Effect_Ss_Solder_Srch_BallSegmentDataStart
0x39869c5 z2_26sarunomori_grp_r01_ha2T
0x39869e2 z2_doujou_w2_tatamiC
0x39869f7 z2_11goronnosato_grp_r00T
0x3986a11 z2_35taki_grp_mori5T
0x3986a26 i2_haku021_pal
0x3986a35 fs_01_CI00_txt
0x3986a44 ksl_kusari_modelT
0x3986a56 Ms_carry_start
0x3986a65 En_Bom_Chu_actor_dt
0x3986a79 ln_Rhand_model
0x3986a88 zexl_000_03330
0x3986a97 zel1000_1044
0x3986aa4 zel1000_1087
0x3986ab1 Nas_InitFilterCoef
0x3986ac4 Nes_pal_exl_10942
0x3986ad6 g_ba_nes_moguru4_txt
0x3986aeb _z2_16goron_house_room_1SegmentRomEnd
0x3986b11 .ovl_En_Wiz.text.keep
0x3986b27 _Z2_last_link_room_7SegmentTextStart
0x3986b4c _ovl_Bg_Kin2_ShelfSegmentBssStart
0x3986b6e z2_f01_grp_g170T
0x3986b7f z2_00keikoku_n2_ki08
0x3986b94 jg_01_txt
0x3986b9e syateki_wf_set_start_path_point
0x3986bbe kanban_eff_modelT
0x3986bd0 zexl_000_00054
0x3986bdf zexl_000_02098
0x3986bee zexl_000_04660
0x3986bfd zel0300_030A
0x3986c0a Naa_FirSet
0x3986c15 _object_hunsuiSegmentRomEnd
0x3986c31 _ovl_En_BombersSegmentEnd
0x3986c4b _ovl_En_Bba_01SegmentEnd
0x3986c64 .object_gi_kerfaymask.text.keep
0x3986c84 _object_tanron2SegmentBssEnd
0x3986ca1 _ovl_Obj_HgdoorSegmentTextStart
0x3986cc1 _ovl_Door_SpiralSegmentBssEnd
0x3986cdf _ovl_Effect_Ss_Dead_DdSegmentDataStart
0x3986d06 _story_staticSegmentBssEnd
0x3986d21 gg_LasiB_model
0x3986d30 i1_body_grp_DXFdata
0x3986d44 lg_Rhand2_model
0x3986d54 zexl_000_08246
0x3986d63 zexl_000_11019
0x3986d72 Nes_pal_exl_10948
0x3986d84 Nes_pal_exl_01856
0x3986d96 v2_32_reserve_01_txt
0x3986dab _object_hakaisiSegmentEnd
0x3986dc5 _object_lightblockSegmentRomEnd
0x3986de5 .Z2_hakugin_room_4.data.keep
0x3986e02 _ovl_En_MnkSegmentBssStart
0x3986e1d lod_z2_koeponarace_grp_kabe6
0x3986e3a z2_11goronnosato_0_ground_shape_status
0x3986e61 z2_yousei_izumi_2_demo_0_info
0x3986e7f z2_lost_woods_end_modelT
0x3986e98 En_And_Actor_move
0x3986eaa mode_crush
0x3986eb5 link_normal_waitF_typeA_20f_anim_tbl_rom_trs_info
0x3986ee7 zel0600_064E
0x3986ef4 zel0600_064F
0x3986f01 zel4000_4041
0x3986f0e Nes_pal_exl_11023
0x3986f20 Nes_pal_exl_02276
0x3986f32 _Z2_INISIE_N_room_1SegmentEnd
0x3986f50 _ovl_Eff_ChangeSegmentRomEnd
0x3986f6d float_quiet_nan
0x3986f7d .object_goroiwa.data.keep
0x3986f97 _ovl_En_Boj_02SegmentBssStart
0x3986fb5 lod_z2_11goronnosato2_grp_obj2
0x3986fd4 z2_30gyoson_grp_yanekazariT
0x3986ff0 z2_30gyoson_grp_konb8
0x3987006 z2_22dekucity_grp_r00_t05
0x3987020 Z2_hakugin_grp_roof05b
0x3987037 Aob_Rasi1_model
0x3987047 zl1_Rte1_model
0x3987056 Obj_Rotlift_Actor_move
0x398706d stal_baby_hit_soft_anim_tbl_info
0x398708e En_Ending_Hero6_Profile
0x39870a6 zexl_000_13012
0x39870b5 zel0600_0623
0x39870c2 Nes_pal_exl_07055
0x39870d4 Nes_pal_exl_04154
0x39870e6 _object_grasshopperSegmentStart
0x3987106 .z2_takarakuji_scene.data.keep
0x3987125 _object_gi_breemaskSegmentDataStart
0x3987149 _sys_work0SegmentRomEnd
0x3987161 Boj_Lte1_model
0x3987170 Obj_Mu_Pict_actor_move
0x3987187 CopyStc
0x398718f Nes_pal_exl_05026
0x39871a1 Nes_pal_exl_02176
0x39871b3 _object_obSegmentRomEnd
0x39871cb _ovl_En_Zl4SegmentDataEnd
0x39871e5 _ovl_openingSegmentTextEnd
0x3987200 z2_koeponarace_grp_kabe5
0x3987219 db_06_txt
0x3987223 cl_swordAhand_T_model
0x3987239 mode_restart_talk
0x398724b move_talk_please_wait
0x3987261 Oceff_Wipe3_Actor_ct
0x3987276 Ossan_ItemCarry2
0x3987287 link_anchor_Lpierce_kiru_finsh_endR_anim_tbl_rom_trs_info
0x39872c1 zel6000_6077
0x39872ce zel7000_7016
0x39872db Nes_pal_exl_03027
0x39872ed _z2_syateki_mori_sceneSegmentEnd
0x398730e _object_gi_fairySegmentRomEnd
0x398732c _object_botihasiraSegmentRomStart
0x398734e _object_gi_purseSegmentRomStart
0x398736e _ovl_Obj_SmorkSegmentRomEnd
0x398738a .daytelop_static.data.keep
0x39873a5 _z2_doujou_room_0SegmentBssStart
0x39873c6 z2_clocktower_grp_g766T
0x39873de Z2_SEA_grp_g3690
0x39873ef Z2_PIRATE_grp_room03_roomkabe
0x398740d z2_sonchonoie_grp_2_kagsT
0x3987427 Z2_hakashita_Y2_HS_kabe01_txt
0x3987445 bb_fly_mdl_tbl
0x3987454 mss_body_draw_model
0x3987468 num_s8_txt
0x3987473 Nes_pal_exl_11109
0x3987485 Nes_pal_exl_03436
0x3987497 Nes_pal_exl_02131
0x39874a9 _object_railliftSegmentEnd
0x39874c4 _ovl_En_Fu_MatoSegmentRomStart
0x39874e3 _kakusiana_room_6SegmentTextStart
0x3987505 _Z2_last_link_room_4SegmentBssStart
0x3987529 _ovl_En_Warp_UzuSegmentBssEnd
0x3987547 kakusiana_11_ground_shape_status
0x3987568 z2_clocktower_grp_bil6
0x398757f z2_boti_d2_btuti23
0x3987592 demo_modoru_wait_soft_anim_tbl_info
0x39875b6 z2_switch_1_modelT
0x39875c9 En_Gs_Profile
0x39875d7 zexl_000_08203
0x39875e6 _g_pn_42SegmentRomStart
0x39875fe zel0000_0016
0x398760b Nes_pal_exl_11103
0x398761d Nes_pal_exl_08661
0x398762f _ovl_Bg_Ikana_MirrorSegmentEnd
0x398764e .z2_8itemshop_room_0.data.keep
0x398766d _object_hataSegmentTextStart
0x398768a _ovl_Bg_LbfshotSegmentDataEnd
0x39876a8 z2_30gyoson_grp_konb14T
0x39876c0 z2_00keikoku_n2_sango8_inta_ia4
0x39876e0 Z2_PIRATE_grp_suiso_waku1
0x39876fa Z2_INISIE_R_grp_g1031
0x3987710 shn_ashiL3_model
0x3987721 trU_pat09_R
0x398772d move_getitem
0x398773a zo_eye03_txt
0x3987747 zexl_000_00805
0x3987756 zexl_000_04424
0x3987765 zexl_000_07091
0x3987774 _g_pn_60SegmentRomEnd
0x398778a zel0200_0227
0x3987797 zel0800_0870
0x39877a4 Nes_pal_exl_01809
0x39877b6 _spot00_room_0SegmentRomStart
0x39877d4 _object_umSegmentStart
0x39877eb .ovl_En_Ms.text.keep
0x3987800 _Z2_INISIE_R_room_2SegmentDataEnd
0x3987822 _ovl_Bg_Fu_MizuSegmentBssEnd
0x398783f _ovl_En_Wiz_BrockSegmentTextStart
0x3987861 z2_musichouse_grp_iriguchi
0x398787c z2_35taki_n2_isi02_rgb_rgba16
0x398789a Z2_kaizoku_grp_mihari_tesuri
0x39878b7 gk_05
0x39878bd bsb_kei_wait_soft_anim_tbl_info
0x39878dd En_Po_Composer_katari_init
0x39878f8 En_Zob_Actor_dt
0x3987908 move_parent_delete_wait_init
0x3987925 g_mw_point_txt
0x3987934 DLFTBL_link
0x3987940 sys_cfb_fifoe
0x398794e sys_cfb_wbufh
0x398795c En_Bal_Profile
0x398796b zexl_000_02416
0x398797a zexl_000_02504
0x3987989 h_32_reserve_25_txt
0x398799d pn_kakkufinish_kuki_key
0x39879b5 Nes_pal_exl_02412
0x39879c7 _z2_sonchonoie_sceneSegmentStart
0x39879e8 _d2_fine_staticSegmentRomEnd
0x3987a05 _object_umSegmentRomEnd
0x3987a1d _icon_item_gameover_staticSegmentStart
0x3987a44 .ovl_En_Knight.data.keep
0x3987a5d _z2_ichiba_sceneSegmentDataStart
0x3987a7e _ovl_En_RailgibudSegmentBssStart
0x3987a9f _ovl_selectSegmentDataStart
0x3987abb Z2_SEA_bs_m2_KNA_LIGHT01
0x3987ad4 z2_ayashiishop_grp_ranp
0x3987aec zexl_000_00529
0x3987afb zexl_000_04764
0x3987b0a zel0000_00D4
0x3987b17 _ovl_En_MsSegmentRomEnd
0x3987b2f _icon_item_gameover_staticSegmentEnd
0x3987b54 osViModeMpalHpf2
0x3987b65 .z2_f01_scene.text.keep
0x3987b7d _Z2_ReDead_room_11SegmentBssEnd
0x3987b9d _ovl_En_IkSegmentTextStart
0x3987bb8 dk2_hashira_model
0x3987bca zexl_000_00041
0x3987bd9 zexl_000_01578
0x3987be8 zexl_000_04029
0x3987bf7 zexl_000_04348
0x3987c06 fbdemo_circle_init
0x3987c19 Nes_pal_exl_09046
0x3987c2b Nes_pal_exl_01131
0x3987c3d font_e_7B_txt
0x3987c4b z2_sf_2b_txt
0x3987c58 .Z2_INISIE_N_room_10.data.keep
0x3987c77 _Z2_Random_room_2SegmentDataEnd
0x3987c97 _ovl_En_ElfbubSegmentTextStart
0x3987cb6 Z2_last_link_i2_frontb2s_pal
0x3987cd3 lod_z2_yadoya_grp_r02d_nuke
0x3987cef z2_30gyoson_grp_konb17T
0x3987d07 Z2_LAST_bs_grp_WALL0e_F
0x3987d1f Bob_Lasi2_model
0x3987d2f elf_layB1_txt
0x3987d3d zK_furimuki_soft_anim_tbl_info
0x3987d5c sun1_txt
0x3987d65 zexl_000_06492
0x3987d74 Nes_pal_exl_08254
0x3987d86 Nes_pal_exl_08211
0x3987d98 Nes_pal_exl_07052
0x3987daa Nes_pal_exl_02526
0x3987dbc _z2_DEKUtes_room_0SegmentStart
0x3987ddb _object_gi_gold_dustSegmentEnd
0x3987dfa _ovl_En_RzSegmentRomEnd
0x3987e12 _ovl_Bg_Haka_TombSegmentStart
0x3987e30 .object_horse_link_child.data.keep
0x3987e53 .ovl_En_Tsn.data.keep
0x3987e69 _nintendo_rogo_staticSegmentBssStart
0x3987e8e _object_gi_bombpouchSegmentBssStart
0x3987eb2 _ovl_Obj_FireshieldSegmentTextEnd
0x3987ed4 _codeSegmentDataEnd
0x3987ee8 z2_11goronnosato_grp_house2_in
0x3987f07 z2_20sichitai_grp_r00_upper2
0x3987f24 ge1_Lasi2_model
0x3987f34 en_gb2_set_poh
0x3987f43 stk_rari_loop_soft_anim_tbl_info
0x3987f64 Fz_dummy_no_breath
0x3987f77 zexl_000_02166
0x3987f86 zexl_000_03203
0x3987f95 Nes_pal_exl_00547
0x3987fa7 _z2_yousei_izumi_sceneSegmentRomEnd
0x3987fcb _object_gi_yofukashimaskSegmentBssStart
0x3987ff3 _object_kibakoSegmentBssEnd
0x398800f _object_railliftSegmentBssStart
0x398802f z2_town_grp_g812
0x3988040 z2_goron_haka_grp_jimen
0x3988058 z2_f01_b_0_ground_shape_status
0x3988077 tk_12_OPA_txt
0x3988085 sb_02
0x398808b En_Mk_Actor_dt
0x398809a En_Daiku_actor_ct
0x39880ac nearActorSearch_s
0x39880be warp_point_save
0x39880ce zel2000_2068
0x39880db Nes_pal_exl_09045
0x39880ed _ovl_En_SshSegmentRomStart
0x3988108 .Z2_PIRATE_room_12.text.keep
0x3988125 _z2_backtown_sceneSegmentTextEnd
0x3988146 _fra_daytelop_staticSegmentDataEnd
0x3988169 _ovl_En_Po_SistersSegmentTextEnd
0x398818a _ovl_En_AmSegmentDataEnd
0x39881a3 _dmadataSegmentTextEnd
0x39881ba z2_koeponarace_grp_sogen6
0x39881d4 z2_20sichitai_n2_dokukabe7
0x39881ef Z2_PIRATE_grp_room06_suimenT
0x398820c zl4_09_CI00_txt
0x398821c mode_event_wait_init
0x3988231 sbn_yuka_model
0x3988240 link_normal_check_end_free_anim_tbl_rom_trs_info
0x3988271 link_normal_front_shit_anim_tbl_rom_trs_info
0x398829e zexl_000_03519
0x39882ad PreRender_loadFrameBufferAlpha
0x39882cc __osSiAccessQueue
0x39882de .z2_sonchonoie_room_1.text.keep
0x39882fe _z2_yousei_izumi_room_0SegmentDataEnd
0x3988324 _Z2_hakugin_room_5SegmentTextStart
0x3988347 _object_kaSegmentDataStart
0x3988362 _ovl_Obj_Grass_CarrySegmentDataStart
0x3988387 _ovl_En_WfSegmentDataEnd
0x39883a0 z2_clocktower_grp_g794
0x39883b7 z2_town_d2_kawaraban03
0x39883ce Z2_hakugin_grp_bridge02T
0x39883e7 m2_KON_SuisyaFor0_modelT
0x3988400 z2_10_kemuri01_evw_anime
0x3988419 Obj_Bell_Profile
0x398842a event_set
0x3988434 sram_reload_check
0x3988446 zexl_000_04648
0x3988455 zexl_000_13217
0x3988464 zel1000_10AB
0x3988471 zel2000_2067
0x398847e v2_ba_nes_march_txt
0x3988492 _Z2_Random_room_3SegmentEnd
0x39884ae _object_sbSegmentDataEnd
0x39884c7 _ovl_Obj_Kepn_KoyaSegmentBssEnd
0x39884e7 z2_labo_grp_tako3T
0x39884fa maruTX_TX_txt
0x3988508 Obj_Tokei_Tobira_actor_dt
0x3988522 CollisionCheck_Uty_convJntSphL2G
0x3988543 zexl_000_08241
0x3988552 zel1000_10B1
0x398855f Nes_pal_exl_01005
0x3988571 _Z2_PIRATE_room_5SegmentStart
0x398858f _object_shnSegmentEnd
0x39885a5 _ovl_En_BomjimbSegmentRomEnd
0x39885c2 _ovl_Obj_BombiwaSegmentRomEnd
0x39885e0 .object_raf.text.keep
0x39885f6 _Z2_hakugin_room_10SegmentBssEnd
0x3988617 _object_an4SegmentBssStart
0x3988632 _ovl_En_SuttariSegmentDataEnd
0x3988650 _AudiobankSegmentDataEnd
0x3988669 _AudiobankSegmentTextEnd
0x3988682 z2_clocktower_d2_yuka13_mp5_rgb_rgba16
0x39886a9 z2_35taki_grp_mori7T
0x39886be z2_21miturinmae_grp_wood9_2
0x39886da Z2_KinSta1_grp_g95
0x39886ed Z2_MITURIN_grp_g1521
0x3988702 Z2_INISIE_R_grp_g610
0x3988717 lod_z2_20sichitai2_grp_r01_ha4
0x3988736 ln_bottlhand_model
0x3988749 kbt_neru_soft_anim_tbl_info
0x3988765 zexl_000_06449
0x3988774 zel1000_1043
0x3988781 zel1000_1086
0x398878e Nes_pal_exl_13263
0x39887a0 __osBbFlashBuffer
0x39887b2 _Z2_castle_room_7SegmentBssStart
0x39887d3 _object_spinyrollSegmentBssStart
0x39887f4 _ovl_En_BatSegmentBssEnd
0x398880d _ovl_Boss_02SegmentTextStart
0x398882a _ovl_En_Ge1SegmentDataStart
0x3988846 z2_clocktower_grp_g755T
0x398885e z2_bandroom_grp_kag_01
0x3988875 Z2_KinSta1_grp_g58
0x3988888 g_gi_jwl_b_int_i4
0x398889a kdz_senaka_txt
0x39888a9 foot_shade_txt
0x39888b8 En_Ma4_ocarina_get_demo_end_init
0x39888d9 En_Pametfrog_actor_move
0x39888f1 link_demo_sita_wait_anim_tbl_rom_trs_info
0x398891b pn_Tbox_open_anim_tbl_rom_trs_info
0x398893e zexl_000_02123
0x398894d zexl_000_10469
0x398895c zexl_000_13472
0x398896b na_oca_seq_info
0x398897b link_normal_waitR2wait_anim_tbl
0x398899b _ovl_Obj_SoundSegmentRomEnd
0x39889b7 _Z2_last_goron_room_0SegmentDataStart
0x39889dd _ovl_En_Ds2nSegmentDataStart
0x39889fa _ovl_En_KanbanSegmentTextEnd
0x3988a17 z2_f41_d2_rb31
0x3988a26 z2_20sichitai_grp_r02_upper
0x3988a42 Z2_hakugin_grp_door0c
0x3988a58 Z2_hakugin_grp_wall01
0x3988a6e i2_L_d2_2_model
0x3988a7e En_Tk_actor_move_inbed
0x3988a95 link_normal_waitF_typeA_20f_anim_tbl
0x3988aba _object_fuSegmentStart
0x3988ad1 _ovl_Demo_EffectSegmentEnd
0x3988aec .ovl_Elf_Msg5.data.keep
0x3988b04 _object_wdor04SegmentBssStart
0x3988b22 _object_dnkSegmentBssEnd
0x3988b3b _object_link_mask_rabitSegmentBssEnd
0x3988b60 _ovl_Obj_SwprizeSegmentDataStart
0x3988b81 z2_yadoya_grp_kagus_r02
0x3988b99 Z2_kaizoku_grp_jimen_center
0x3988bb5 z2_omoya_grp_r02_mado2
0x3988bcc Obj_Dinner_actor_ct
0x3988be0 bombwall_wall_damage_check
0x3988bfb En_Skb_actor_dt
0x3988c0b ganon_tdoor_model
0x3988c1d m_F_model
0x3988c27 move_ride_horse
0x3988c37 h_mes_copy_1_nes_txt
0x3988c4c zexl_000_00159
0x3988c5b zexl_000_05710
0x3988c6a zexl_000_10719
0x3988c79 zel0600_0608
0x3988c86 Nes_pal_exl_07031
0x3988c98 _ovl_En_EstoneSegmentEnd
0x3988cb1 _ovl_En_Dy_ExtraSegmentStart
0x3988cce .ovl_Obj_Switch.data.keep
0x3988ce8 _object_inSegmentTextStart
0x3988d03 z2_fisherman_u2_r_ami3_inta_ia8
0x3988d23 Z2_LAST_bs_grp_g145
0x3988d37 m2_IKA_MRin_model
0x3988d49 goron_hakaisi_BGDataInfo
0x3988d62 i1_LFarm1_obj_o1
0x3988d73 octa0220_3_model
0x3988d84 zexl_000_13110
0x3988d93 func_look_angle_get
0x3988da7 _ovl_Obj_HanaSegmentEnd
0x3988dbf _Z2_INISIE_R_room_5SegmentTextStart
0x3988de3 _object_chanSegmentBssStart
0x3988dff Z2_DANPEI_grp_room01_yuka1
0x3988e1a z2_secom_n2_tubo
0x3988e2b z2_21miturinmae_n2_hasira01
0x3988e47 z2_20sichitai_grp_r01_ha1
0x3988e61 z2_30gyoson_n2_kan01_rgb_rgba16
0x3988e81 Bg_Dkjail_Ivy_actor_draw
0x3988e9a w2_ikn_obkrtn2
0x3988ea9 Nes_pal_exl_06428
0x3988ebb Nes_pal_exl_02609
0x3988ecd Nes_pal_exl_01129
0x3988edf _z2_sonchonoie_room_2SegmentRomEnd
0x3988f02 _ovl_Obj_TsuboSegmentStart
0x3988f1d __osCheckPackId
0x3988f2d _object_gi_bottle_redSegmentBssStart
0x3988f52 _ovl_Bg_Mbar_ChairSegmentDataEnd
0x3988f73 _ovl_Obj_Snowball2SegmentDataStart
0x3988f96 _ovl_Obj_SmorkSegmentTextEnd
0x3988fb3 Z2_Random_grp_g3055
